Question,Structure,Réponses,Occurrences,Nombre de réponses,Effectifs par structure,Pourcentage,Edition
Ethique1. Votre collectivité a-t-elle élaboré une charte éthique de la donnée ?,Un département,Oui,0,29,29,0,2022
Ethique1. Votre collectivité a-t-elle élaboré une charte éthique de la donnée ?,Une commune,Non,122,140,140,87,2022
Ethique1. Votre collectivité a-t-elle élaboré une charte éthique de la donnée ?,Une commune,Oui,5,140,140,4,2022
Ethique1. Votre collectivité a-t-elle élaboré une charte éthique de la donnée ?,Une commune,Je ne sais pas,13,140,140,9,2022
Ethique1. Votre collectivité a-t-elle élaboré une charte éthique de la donnée ?,Une commune,Sans réponse,0,140,140,0,2022
Ethique1. Votre collectivité a-t-elle élaboré une charte éthique de la donnée ?,Une région,Non,9,14,14,64,2022
Ethique1. Votre collectivité a-t-elle élaboré une charte éthique de la donnée ?,Une région,Je ne sais pas,3,14,14,21,2022
Ethique1. Votre collectivité a-t-elle élaboré une charte éthique de la donnée ?,Une région,Oui,2,14,14,14,2022
G09Q00002. Comment estimez-vous le niveau de prise en compte du risque cyber par votre collectivité ?,Autre,Le niveau est correct : le sujet est identifié et partagé par les agents (et les élus) de la collectivité,12,31,31,39,2022
G09Q00002. Comment estimez-vous le niveau de prise en compte du risque cyber par votre collectivité ?,Autre,Le niveau est bon : une stratégie est en place avec un budget dédié,11,31,31,35,2022
G09Q00002. Comment estimez-vous le niveau de prise en compte du risque cyber par votre collectivité ?,Autre,Le sujet n’est pas identifié,4,31,31,13,2022
G09Q00002. Comment estimez-vous le niveau de prise en compte du risque cyber par votre collectivité ?,Autre,Le niveau est insuffisant : le sujet n’est identifié que par quelques experts,4,31,31,13,2022
G09Q00002. Comment estimez-vous le niveau de prise en compte du risque cyber par votre collectivité ?,Entre 10 000 et 100 000 habitants,Le niveau est correct : le sujet est identifié et partagé par les agents (et les élus) de la collectivité,15,35,35,43,2022
G09Q00002. Comment estimez-vous le niveau de prise en compte du risque cyber par votre collectivité ?,Entre 10 000 et 100 000 habitants,Le niveau est bon : une stratégie est en place avec un budget dédié,9,35,35,26,2022
G09Q00002. Comment estimez-vous le niveau de prise en compte du risque cyber par votre collectivité ?,Entre 10 000 et 100 000 habitants,Le sujet n’est pas identifié,1,35,35,3,2022
G09Q00002. Comment estimez-vous le niveau de prise en compte du risque cyber par votre collectivité ?,Entre 10 000 et 100 000 habitants,Le niveau est insuffisant : le sujet n’est identifié que par quelques experts,10,35,35,29,2022
G09Q00002. Comment estimez-vous le niveau de prise en compte du risque cyber par votre collectivité ?,Entre 3 500 et 10 000 habitants,Le niveau est correct : le sujet est identifié et partagé par les agents (et les élus) de la collectivité,8,17,17,47,2022
G09Q00002. Comment estimez-vous le niveau de prise en compte du risque cyber par votre collectivité ?,Entre 3 500 et 10 000 habitants,Le niveau est bon : une stratégie est en place avec un budget dédié,3,17,17,18,2022
G09Q00002. Comment estimez-vous le niveau de prise en compte du risque cyber par votre collectivité ?,Entre 3 500 et 10 000 habitants,Le sujet n’est pas identifié,1,17,17,6,2022
G09Q00002. Comment estimez-vous le niveau de prise en compte du risque cyber par votre collectivité ?,Entre 3 500 et 10 000 habitants,Le niveau est insuffisant : le sujet n’est identifié que par quelques experts,5,17,17,29,2022
G09Q00002. Comment estimez-vous le niveau de prise en compte du risque cyber par votre collectivité ?,Moins de 3 500 habitants,Le niveau est correct : le sujet est identifié et partagé par les agents (et les élus) de la collectivité,28,81,81,35,2022
G09Q00002. Comment estimez-vous le niveau de prise en compte du risque cyber par votre collectivité ?,Moins de 3 500 habitants,Le niveau est bon : une stratégie est en place avec un budget dédié,4,81,81,5,2022
G09Q00002. Comment estimez-vous le niveau de prise en compte du risque cyber par votre collectivité ?,Moins de 3 500 habitants,Le sujet n’est pas identifié,27,81,81,33,2022
G09Q00002. Comment estimez-vous le niveau de prise en compte du risque cyber par votre collectivité ?,Moins de 3 500 habitants,Le niveau est insuffisant : le sujet n’est identifié que par quelques experts,22,81,81,27,2022
G09Q00002. Comment estimez-vous le niveau de prise en compte du risque cyber par votre collectivité ?,Plus de 100 000 habitants,Le niveau est correct : le sujet est identifié et partagé par les agents (et les élus) de la collectivité,4,7,7,57,2022
G09Q00002. Comment estimez-vous le niveau de prise en compte du risque cyber par votre collectivité ?,Plus de 100 000 habitants,Le niveau est bon : une stratégie est en place avec un budget dédié,2,7,7,29,2022
G09Q00002. Comment estimez-vous le niveau de prise en compte du risque cyber par votre collectivité ?,Plus de 100 000 habitants,Le sujet n’est pas identifié,0,7,7,0,2022
G09Q00002. Comment estimez-vous le niveau de prise en compte du risque cyber par votre collectivité ?,Plus de 100 000 habitants,Le niveau est insuffisant : le sujet n’est identifié que par quelques experts,1,7,7,14,2022
G09Q00002. Comment estimez-vous le niveau de prise en compte du risque cyber par votre collectivité ?,Total,Le niveau est correct : le sujet est identifié et partagé par les agents (et les élus) de la collectivité,116,297,297,39,2022
G09Q00002. Comment estimez-vous le niveau de prise en compte du risque cyber par votre collectivité ?,Total,Le niveau est bon : une stratégie est en place avec un budget dédié,75,297,297,25,2022
G09Q00002. Comment estimez-vous le niveau de prise en compte du risque cyber par votre collectivité ?,Total,Le sujet n’est pas identifié,34,297,297,11,2022
G09Q00002. Comment estimez-vous le niveau de prise en compte du risque cyber par votre collectivité ?,Total,Le niveau est insuffisant : le sujet n’est identifié que par quelques experts,72,297,297,24,2022
G09Q00002. Comment estimez-vous le niveau de prise en compte du risque cyber par votre collectivité ?,Total hors communes < 3500 habitants,Le niveau est correct : le sujet est identifié et partagé par les agents (et les élus) de la collectivité,88,216,216,41,2022
G09Q00002. Comment estimez-vous le niveau de prise en compte du risque cyber par votre collectivité ?,Total hors communes < 3500 habitants,Le niveau est bon : une stratégie est en place avec un budget dédié,71,216,216,33,2022
G09Q00002. Comment estimez-vous le niveau de prise en compte du risque cyber par votre collectivité ?,Total hors communes < 3500 habitants,Le sujet n’est pas identifié,7,216,216,3,2022
G09Q00002. Comment estimez-vous le niveau de prise en compte du risque cyber par votre collectivité ?,Total hors communes < 3500 habitants,Le niveau est insuffisant : le sujet n’est identifié que par quelques experts,50,216,216,23,2022
G09Q00002. Comment estimez-vous le niveau de prise en compte du risque cyber par votre collectivité ?,Un EPCI,Le niveau est correct : le sujet est identifié et partagé par les agents (et les élus) de la collectivité,33,83,83,40,2022
G09Q00002. Comment estimez-vous le niveau de prise en compte du risque cyber par votre collectivité ?,Un EPCI,Le niveau est bon : une stratégie est en place avec un budget dédié,29,83,83,35,2022
G09Q00002. Comment estimez-vous le niveau de prise en compte du risque cyber par votre collectivité ?,Un EPCI,Le sujet n’est pas identifié,1,83,83,1,2022
G09Q00002. Comment estimez-vous le niveau de prise en compte du risque cyber par votre collectivité ?,Un EPCI,Le niveau est insuffisant : le sujet n’est identifié que par quelques experts,20,83,83,24,2022
G09Q00002. Comment estimez-vous le niveau de prise en compte du risque cyber par votre collectivité ?,Un département,Le niveau est correct : le sujet est identifié et partagé par les agents (et les élus) de la collectivité,12,29,29,41,2022
G09Q00002. Comment estimez-vous le niveau de prise en compte du risque cyber par votre collectivité ?,Un département,Le niveau est bon : une stratégie est en place avec un budget dédié,10,29,29,34,2022
G09Q00002. Comment estimez-vous le niveau de prise en compte du risque cyber par votre collectivité ?,Un département,Le sujet n’est pas identifié,0,29,29,0,2022
G09Q00002. Comment estimez-vous le niveau de prise en compte du risque cyber par votre collectivité ?,Un département,Le niveau est insuffisant : le sujet n’est identifié que par quelques experts,7,29,29,24,2022
G09Q00002. Comment estimez-vous le niveau de prise en compte du risque cyber par votre collectivité ?,Une commune,Le niveau est correct : le sujet est identifié et partagé par les agents (et les élus) de la collectivité,55,140,140,39,2022
G09Q00002. Comment estimez-vous le niveau de prise en compte du risque cyber par votre collectivité ?,Une commune,Le niveau est bon : une stratégie est en place avec un budget dédié,18,140,140,13,2022
G09Q00002. Comment estimez-vous le niveau de prise en compte du risque cyber par votre collectivité ?,Une commune,Le niveau est insuffisant : le sujet n’est identifié que par quelques experts,38,140,140,27,2022
G09Q00002. Comment estimez-vous le niveau de prise en compte du risque cyber par votre collectivité ?,Une commune,Le sujet n’est pas identifié,29,140,140,21,2022
G09Q00002. Comment estimez-vous le niveau de prise en compte du risque cyber par votre collectivité ?,Une commune,Sans réponse,0,140,140,0,2022
G09Q00002. Comment estimez-vous le niveau de prise en compte du risque cyber par votre collectivité ?,Une région,Le niveau est correct : le sujet est identifié et partagé par les agents (et les élus) de la collectivité,4,14,14,29,2022
G09Q00002. Comment estimez-vous le niveau de prise en compte du risque cyber par votre collectivité ?,Une région,Le niveau est bon : une stratégie est en place avec un budget dédié,7,14,14,50,2022
G09Q00002. Comment estimez-vous le niveau de prise en compte du risque cyber par votre collectivité ?,Une région,Le sujet n’est pas identifié,0,14,14,0,2022
G09Q00002. Comment estimez-vous le niveau de prise en compte du risque cyber par votre collectivité ?,Une région,Le niveau est insuffisant : le sujet n’est identifié que par quelques experts,3,14,14,21,2022
"G09Q00004[SQ002]. Parmi les mesures suivantes qui visent à réduire le risque de cybersécurité, est-ce que votre collectivité a mis en place :  [Une formation pour les agents et les élus ]",Autre,Oui,9,31,31,29,2022
"G09Q00004[SQ002]. Parmi les mesures suivantes qui visent à réduire le risque de cybersécurité, est-ce que votre collectivité a mis en place :  [Une formation pour les agents et les élus ]",Autre,Non,17,31,31,55,2022
"G09Q00004[SQ002]. Parmi les mesures suivantes qui visent à réduire le risque de cybersécurité, est-ce que votre collectivité a mis en place :  [Une formation pour les agents et les élus ]",Autre,Je ne sais pas,5,31,31,16,2022
"G09Q00004[SQ002]. Parmi les mesures suivantes qui visent à réduire le risque de cybersécurité, est-ce que votre collectivité a mis en place :  [Une formation pour les agents et les élus ]",Entre 10 000 et 100 000 habitants,Oui,18,35,35,51,2022
"G09Q00004[SQ002]. Parmi les mesures suivantes qui visent à réduire le risque de cybersécurité, est-ce que votre collectivité a mis en place :  [Une formation pour les agents et les élus ]",Entre 10 000 et 100 000 habitants,Non,13,35,35,37,2022
"G09Q00004[SQ002]. Parmi les mesures suivantes qui visent à réduire le risque de cybersécurité, est-ce que votre collectivité a mis en place :  [Une formation pour les agents et les élus ]",Entre 10 000 et 100 000 habitants,Je ne sais pas,4,35,35,11,2022
"G09Q00004[SQ002]. Parmi les mesures suivantes qui visent à réduire le risque de cybersécurité, est-ce que votre collectivité a mis en place :  [Une formation pour les agents et les élus ]",Entre 3 500 et 10 000 habitants,Oui,8,17,17,47,2022
"G09Q00004[SQ002]. Parmi les mesures suivantes qui visent à réduire le risque de cybersécurité, est-ce que votre collectivité a mis en place :  [Une formation pour les agents et les élus ]",Entre 3 500 et 10 000 habitants,Non,9,17,17,53,2022
"G09Q00004[SQ002]. Parmi les mesures suivantes qui visent à réduire le risque de cybersécurité, est-ce que votre collectivité a mis en place :  [Une formation pour les agents et les élus ]",Entre 3 500 et 10 000 habitants,Je ne sais pas,0,17,17,0,2022
"G09Q00004[SQ002]. Parmi les mesures suivantes qui visent à réduire le risque de cybersécurité, est-ce que votre collectivité a mis en place :  [Une formation pour les agents et les élus ]",Moins de 3 500 habitants,Oui,19,81,81,23,2022
"G09Q00004[SQ002]. Parmi les mesures suivantes qui visent à réduire le risque de cybersécurité, est-ce que votre collectivité a mis en place :  [Une formation pour les agents et les élus ]",Moins de 3 500 habitants,Non,58,81,81,72,2022
"G09Q00004[SQ002]. Parmi les mesures suivantes qui visent à réduire le risque de cybersécurité, est-ce que votre collectivité a mis en place :  [Une formation pour les agents et les élus ]",Moins de 3 500 habitants,Je ne sais pas,4,81,81,5,2022
"G09Q00004[SQ002]. Parmi les mesures suivantes qui visent à réduire le risque de cybersécurité, est-ce que votre collectivité a mis en place :  [Une formation pour les agents et les élus ]",Plus de 100 000 habitants,Oui,4,7,7,57,2022
"G09Q00004[SQ002]. Parmi les mesures suivantes qui visent à réduire le risque de cybersécurité, est-ce que votre collectivité a mis en place :  [Une formation pour les agents et les élus ]",Plus de 100 000 habitants,Non,2,7,7,29,2022
"G09Q00004[SQ002]. Parmi les mesures suivantes qui visent à réduire le risque de cybersécurité, est-ce que votre collectivité a mis en place :  [Une formation pour les agents et les élus ]",Plus de 100 000 habitants,Je ne sais pas,1,7,7,14,2022
